"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2010",9.477,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2009",8.307,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2009",7.256,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2009",9.398,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2008",8.308,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2008",7.729,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2008",8.917,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2007",9.465,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2007",9.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2007",9.729,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2006",9.855,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2006",8.657,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2006",11.129,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2005",11.353,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2005",10.614,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2005",12.124,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2004",10.081,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2004",9.886,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2004",10.281,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2003",10.035,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2003",9.743,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2003",10.33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2002",8.758,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2002",7.953,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2002",9.572,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2001",7.814,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2001",6.918,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2001",8.728,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2000",8.066,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2000",6.87,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2000",9.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Djibouti","HS - Djiboutian Household Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2017",22.818,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Djibouti","HS - Djiboutian Household Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2017",17.582,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Djibouti","HS - Djiboutian Household Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2017",27.979,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2023",7.155,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2023",7.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2023",7.026,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2022",6.766,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2022",6.559,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2022",6.981,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2021",7.111,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2021",7.075,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2021",7.149,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2020",7.464,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2020",7.714,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2020",7.203,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2019",7.722,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2019",7.987,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2019",7.445,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2018",7.683,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2018",7.761,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2018",7.601,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2017",7.582,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2017",7.532,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2017",7.635,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2016",6.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2016",7.497,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2016",5.908,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2015",7.032,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2015",7.13,,,"Repository: ILO-STATISTICS - Micro data processing"
